from,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,0.7883046887463222,0.12569895013600374,0.017408881538427366,0.024147477721437702,0.03858386492921142,0.003099713857033523,0.0017507830058945046,0.0008683237514817036,0.00010500659320243858,3.2309720985365714e-05
2.0,0.1832592450775683,0.5415662037895694,0.06266789515564516,0.03413843236031422,0.15437080823007843,0.015088875992413682,0.003900851366793704,0.004229910914606056,0.0006222216904088117,0.00015555542260220292
3.0,0.060632132483515275,0.13522293958123976,0.3903266660242556,0.18847652217006455,0.03160662417576367,0.14752281706427323,0.03851713172638795,0.001101276103685145,0.005396252908057212,0.0011976377627575955
4.0,0.037666110815038935,0.02583850504564287,0.06611769155392047,0.72548461011388,0.003443169287519371,0.014423490175179219,0.12432984677651081,7.858874265379449e-05,0.00047644425233862907,0.0021415432373158997
5.0,0.11124744376278119,0.3142186936124143,0.02773968483098761,0.008516780945507037,0.45349452664501383,0.047413689402141225,0.007494286057981475,0.025261638397690366,0.004144111632383015,0.0004691447130999639
6.0,0.009217577706323686,0.031038396065821827,0.13098165311140533,0.03663072946220289,0.05101191602042746,0.574465670512578,0.09268646365298532,0.0037072063552108948,0.06065821827123132,0.009602168841813252
7.0,0.003828395536744902,0.004219571630114147,0.017121969988457098,0.1570475824034885,0.004296524304219572,0.04596960369372836,0.6906726946261382,0.00027574708221110686,0.005117352828010773,0.07145055790688726
8.0,0.029678918462188425,0.11998310097169412,0.01394169835234474,0.0033798056611744824,0.4831009716941276,0.06421630756231517,0.0076045627376425855,0.22634136037177863,0.048901563160118296,0.0028517110266159697
9.0,0.0011526131902171955,0.006123257573028851,0.019738500882469475,0.005799085113280265,0.02524943269819544,0.34409105644202714,0.05820696610596837,0.016028527176457877,0.45358930951266074,0.07002125130569463
10.0,0.000147638249379458,0.00046136952931080617,0.0015132920561394443,0.007003589454938038,0.000895056886862964,0.01457004973563526,0.20002214573740693,0.00021222998348297085,0.018989969826432782,0.7561846585404114
All,0.22975480475124704,0.15399276260952652,0.06689041711099489,0.18634801942045431,0.07711720469654154,0.07344629896928175,0.1446697247536866,0.004399080356103268,0.013056318947880069,0.050325368384283996
